pub_trans;price;temperature;inhabitants;registered;country;id;nr_counterparts;cars;labour_cost;humidity;windspeed;size;class
14.202635088464051;0.019018646290564982;25.17513069713383;2.3552816631348117;118.02120779845077;Germany;DZ83987;few;0.41361381893833177;2.2378136716970234;2.6653106348180056;2.831770192097773;0.7485818800190784;2
13.139854203619263;0.15344821908971792;23.901337859598147;4.1504633924456;92.94539602914273;Germany;DZ80864;none;0.21353312500379357;2.5434354093276914;2.083592558607438;3.3696107382217044;1.0192646625830901;2
13.204898989660144;0.9245260968667022;22.45346110118474;5.586595804809044;99.35994112408615;Switzerland;DZ05013;none;0.5041675514525088;2.4466454653688037;2.462122869291989;2.382111291789818;0.5784598541127216;2
14.537539489126791;2.190265001776095;21.242409414867293;4.83681550210243;106.71231441554465;Switzerland;DZ18329;none;0.23421789714312724;1.919705913493231;2.6948148562600363;4.118423231875633;0.802345566956928;2
11.778787235156281;2.7849605306838834;17.454760161952066;5.027283782332075;103.02821453927609;Germany;DZ25149;few;0.4742055195032522;2.6884114255861506;2.3487232735457257;0.5900340646052684;0.8480547225045504;1
12.165419864946807;3.1361200951906376;17.134854406297784;3.5331734223687397;98.33978335047487;Germany;DZ72770;few;0.3702193923769431;2.5371424770431363;1.2481874073993864;1.6829183177411184;0.716815543593333;1
11.217883791839464;-0.13849643295351663;22.645367420626684;1.0091587750154147;107.86339597166305;Austria;DZ42824;none;0.3500824404960107;3.1497438714029817;1.8434833056929918;0.8089393943737397;1.2251305991796677;0
11.624216637102437;5.764459364660325;11.474089247565418;2.2203793941722085;103.0668090372306;Switzerland;DZ70031;few;0.1297390033150549;2.436278968906185;1.8636020913071731;2.936449228093997;0.6194060747068605;1
12.236105251133903;3.353555198580634;16.77634268674989;2.353875567059378;91.3047334608693;Switzerland;DZ16290;none;0.3806279431339463;2.4941331110509433;2.734992184674965;1.4315222230916178;;1
13.906099307984107;1.7041829813386324;21.5937008063641;1.7801904819898589;63.89136504334046;Switzerland;DZ79932;few;0.010530420610309938;2.1579953644405703;1.0440060457173685;1.405465371835849;1.2546803296119708;2
12.063538660123104;0.9881915116799921;21.243500133367736;4.9831899571497065;80.54436871542693;Austria;DZ71131;few;0.27299363959668954;2.782950501534228;1.6152262757834586;2.86332440063336;1.1179535997371686;0
11.837473951477078;4.594762176864737;13.967074793891804;10.207573855190812;103.33279847561154;Germany;DZ25751;few;0.34954311664343135;2.4894519765404506;2.0289809776067984;0.38224287514118466;0.7247641372174678;1
12.139300838881475;1.4218425880602743;20.46647715406413;-0.1907770040907057;92.88140159345575;Austria;DZ31647;few;0.3247130510541222;2.7167523741486193;2.811396449710531;1.4918215015245353;0.819183483592326;0
12.122864102742303;4.174012740455797;15.062253079902874;6.2069384935185195;93.25684907474732;Austria;DZ44423;many;0.4365404576237266;2.445924313618248;2.6848645427582634;2.7536895103780683;0.6348304861844702;1
12.315528883388122;1.3099847123642792;20.853062004917952;1.939767365021132;126.04026624729974;Austria;DZ55926;few;0.5937976915891391;2.6750493095369254;1.2538946608180346;2.9559296041655063;1.1498446710811756;0
11.959769508222703;0.9705641701545904;21.179340470966864;2.5284920216055187;93.93465640202228;Germany;DZ01984;none;0.37035402395746453;2.8158725817383474;3.248281753311702;2.4372646473752995;0.9005783074692372;0
12.024025242369882;3.255135778643171;16.767377708441543;-0.5442762659469464;85.66567566431233;Germany;DZ78797;none;0.36764070301516166;2.5676698874913195;1.9883942798987517;2.6339844269882087;1.2407106931206275;1
12.802545717049675;1.7546952024387414;20.445443087322175;8.860815682716114;99.76878912117246;Germany;DZ52640;many;0.3959751513656108;2.4842671620927232;3.042919492174877;1.242854731504907;0.8262067979893849;0
13.469817682967209;0.39761612729124096;23.737029651096275;4.598603736709969;100.67365400758686;Germany;DZ10591;few;0.36929732645125224;2.419901308175748;2.878527044615656;2.605945590829414;0.8252059312701284;2
12.172946512612148;1.3487020244933752;20.641675589875963;4.481058682652372;82.18986597347705;Austria;DZ48113;few;0.45505843411163643;2.7139791004516054;2.931305161042262;3.471901678856052;1.3707930700436295;0
14.020373405755526;0.23777343657986308;24.57351036874646;6.412211741137953;72.03398612371815;Austria;DZ62117;none;0.3788858256742888;2.27061738711973;2.9436192829210683;1.9600439667720895;1.176484605607916;2
11.751192714877382;3.914250689052175;15.2174341285207;7.537295906184861;101.33533940065277;Germany;DZ69704;few;0.3124166289757426;2.5835433852896212;2.8569236087636063;1.831383277667383;1.0310000611022685;1
14.203929461504067;-0.12063563456742382;25.449796739706695;9.766419233651794;99.44442945577188;Germany;DZ07893;few;0.3482341802996446;2.251418182754844;2.2802596890980484;1.3759373475472647;1.2356037560433726;2
12.358616047564606;1.4004847481138656;20.716839154955363;1.212116202862532;94.19761669595589;Switzerland;DZ28563;few;0.38567195004604365;2.6530447777532378;2.100360482090681;0.9013823815879061;0.8728422010559566;0
11.843039916847841;4.485839580780175;14.185631736761568;6.185427784176247;108.78353253394567;Germany;DZ78137;few;0.349965119456627;2.498694710768113;1.0753430252496152;3.4298359356814325;0.9438344273554671;1
11.562281520872657;0.5800513300119837;21.565975483052075;5.318447057456193;85.43712015781306;Germany;DZ26628;few;0.1977602068890854;2.974343899027681;1.987627779454801;1.7368668945082137;1.0375725219157683;0
11.482802813557859;4.391732503368007;14.027342394354035;4.737069921713737;109.30763644736543;Austria;DZ58048;few;0.35333386531933286;2.616282366902511;2.0612202718697246;4.610758366281068;0.9273678566713026;1
13.534285923809149;-0.3864224247335453;25.333435271354134;4.941605507990006;110.09044344180046;Switzerland;DZ03651;many;0.40340204109893985;2.4791046520205113;2.213420415835815;1.3758178418339837;0.8841259703351636;2
11.581372032302315;0.505522019040356;21.730052655875387;3.421597292069902;81.12205415239364;Switzerland;DZ85719;few;0.3521818142405952;2.9760798453826824;3.151699488581533;0.7839125198692559;1.0026136155721899;0
12.169985692370634;2.822689899718768;17.75287471960367;3.082029032315678;119.52514660980525;Germany;DZ39250;none;0.6523137884561603;2.5671768297278263;1.5573459708220927;3.6399329487905194;0.657952732890248;1
12.300098362795175;3.8198130010814504;15.924286485962753;3.213971113193495;92.25347553964616;Austria;DZ98697;many;0.3198197002731092;2.428201408961884;2.340269437195206;0.37399665290391254;1.180597808689665;1
12.965990269928776;1.2393256037830698;21.60992553491805;6.640284950370124;105.35586369008027;Germany;DZ59974;many;0.5093740165767245;2.48683346822404;1.9843998032848968;2.1264224417611293;1.0546076501770278;2
13.188908580144235;-0.15236102269418778;24.546740472156053;5.940471511396652;98.29712870590463;Austria;DZ37916;many;0.39172051687663567;2.5593488275101937;1.2056238882709576;1.1569048540798128;0.8398618501735781;2
12.218595742581119;3.279952631561945;16.903802768777595;-0.5688676715044889;112.19532622719085;Austria;DZ44002;few;0.4619201989464843;2.506765059168101;1.228573249327434;0.9774379103059639;1.4119110817481983;1
13.752836714175453;-0.8929066326320315;26.532920570865944;8.64246498263848;89.94933931207323;Germany;DZ28200;few;0.5808110716788758;2.4642354539967934;2.2398668247501123;3.3619188950679146;0.9189930807768868;2
13.982685154745594;0.26932936206830266;24.47588827356434;3.585656909734099;132.77318470992;Germany;DZ79519;few;0.4522287666512829;2.2787711263327908;2.4671557450871413;2.476365479802373;0.6174785893460811;2
11.78488111893296;4.442680038184188;14.214833100814708;3.3052933202637536;101.93620267094003;Germany;DZ60321;none;0.40932414331929623;2.520480936829561;3.483872757086153;2.199389621557847;1.021539891268216;1
14.8915087324343;1.3130497319165668;23.296533305492023;7.994582844380673;98.2871714912293;Switzerland;DZ08339;few;0.40403477319125775;1.9013250808919757;2.7543310251659423;0.4863639013551476;0.40894881656262333;2
11.278125369528611;5.270285494694107;12.112559338872714;2.7875216219444043;113.96624393884177;Switzerland;DZ59949;few;0.25440763407498085;2.58970550648766;1.2094353890679987;1.5185073480962934;1.1774190738138395;1
12.030211396607493;4.430299216511589;14.47235606264797;4.232143916989654;100.90300163730109;Germany;DZ65462;none;0.2503147309177897;2.4480630434383683;3.1485991527457484;2.998422612568594;0.8857780396295621;1
12.361719617001112;1.461447611630989;20.60042844471804;3.0675216751449317;105.36214056912837;Germany;DZ78355;none;0.5289653535048108;2.646004574481372;2.4300641960920832;1.6600235350930008;0.9050677515114152;0
12.10888554476291;0.7394519139672386;21.773638173313373;5.549301009680869;100.1907303368724;Switzerland;DZ90013;few;0.3174447136419052;2.7942587769039724;2.300097638467968;0.49247843397610974;1.0570231199226348;0
13.094316918300667;-0.4340405619233744;25.008306959299816;5.472792300507272;107.0592989958543;Germany;DZ00311;none;0.24141882977142873;2.6159730494024465;2.611258415568344;2.4637377768244075;1.1820481167949182;2
11.032649211273611;0.041883034949764336;22.116056920062228;7.500643004765042;78.14340809457353;Austria;DZ19756;none;0.3710495706230052;3.1872853214341603;2.013628778149555;2.3513504607410987;0.7112899048893006;0
13.779290630825933;0.049751098712930264;24.712404441632774;3.326053480115624;89.73022307091314;Switzerland;DZ44646;few;0.26831488777688106;2.361840078962853;1.7544876637646054;3.7215782576999294;1.3234808896059658;2
12.423447051843015;1.255877101116533;21.061619931747053;7.3414537633099375;65.42816356621682;Switzerland;DZ27437;few;0.503820181945681;2.6480692484645996;2.2853553509787097;1.5393987086453447;1.2256233900809534;1
11.687533689653769;5.549305559196949;11.955555838695016;8.19149235801469;97.23990600950107;Germany;DZ24688;none;0.4310525519439691;2.438826603888707;1.593253691674078;2.1298140460718327;1.0860619552884172;1
